"","couple","bande","mod","piege","code","date","order","family","genus","species","eff","session","Rspec","Rgen","Rspec_taxon","Rgen_taxon","code2","code3","codex","genus_sp","code2_session","taxon","codeRs","year"
"1709","7","BF","05m","P","7BF05mP","15/8","Coleoptera","Carabidae","Harpalus","sp.",1,"2","","x","Carabidae_Harpalus_sp.","Carabidae_Harpalus","7BF05m","7BF","7BFP","Harpalus sp.","7BF05m 2","Coleoptera_Carabidae_Harpalus_sp.","G_Coleoptera_Carabidae_Harpalus_sp.","2018"
"1710","7","BF","05m","P","7BF05mP","15/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","7BF05m","7BF","7BFP"," ","7BF05m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1711","7","BF","05m","P","7BF05mP","15/8","Neuroptera","","","",0,"2","","","__","_","7BF05m","7BF","7BFP"," ","7BF05m 2","Neuroptera___","O_Neuroptera___","2018"
"1712","7","BF","05m","P","7BF05mP","15/8","Opiliones","","","",0,"2","","","__","_","7BF05m","7BF","7BFP"," ","7BF05m 2","Opiliones___","O_Opiliones___","2018"
"1713","7","BF","20m","P","7BF20mP","15/8","Araneae","Gnaphosidae","Gnaphosa","sp.",1,"2","","x","Gnaphosidae_Gnaphosa_sp.","Gnaphosidae_Gnaphosa","7BF20m","7BF","7BFP","Gnaphosa sp.","7BF20m 2","Araneae_Gnaphosidae_Gnaphosa_sp.","G_Araneae_Gnaphosidae_Gnaphosa_sp.","2018"
"1714","7","BF","20m","P","7BF20mP","15/8","Araneae","Gnaphosidae","Zelotes","sp.",1,"2","","x","Gnaphosidae_Zelotes_sp.","Gnaphosidae_Zelotes","7BF20m","7BF","7BFP","Zelotes sp.","7BF20m 2","Araneae_Gnaphosidae_Zelotes_sp.","G_Araneae_Gnaphosidae_Zelotes_sp.","2018"
"1715","7","BF","20m","P","7BF20mP","15/8","Araneae","Lycosidae","Trochosa","robusta",1,"2","x","x","Lycosidae_Trochosa_robusta","Lycosidae_Trochosa","7BF20m","7BF","7BFP","Trochosa robusta","7BF20m 2","Araneae_Lycosidae_Trochosa_robusta","S_Araneae_Lycosidae_Trochosa_robusta","2018"
"1716","7","BF","20m","P","7BF20mP","15/8","Araneae","Lycosidae","Trochosa","sp.",5,"2","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","7BF20m","7BF","7BFP","Trochosa sp.","7BF20m 2","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018"
"1717","7","BF","20m","P","7BF20mP","15/8","Coleoptera","Carabidae","Harpalus","affinis",1,"2","x","x","Carabidae_Harpalus_affinis","Carabidae_Harpalus","7BF20m","7BF","7BFP","Harpalus affinis","7BF20m 2","Coleoptera_Carabidae_Harpalus_affinis","S_Coleoptera_Carabidae_Harpalus_affinis","2018"
"1718","7","BF","20m","P","7BF20mP","15/8","Coleoptera","Carabidae","Pseudoophonus","rufipes",1,"2","x","x","Carabidae_Pseudoophonus_rufipes","Carabidae_Pseudoophonus","7BF20m","7BF","7BFP","Pseudoophonus rufipes","7BF20m 2","Coleoptera_Carabidae_Pseudoophonus_rufipes","S_Coleoptera_Carabidae_Pseudoophonus_rufipes","2018"
"1719","7","BF","20m","P","7BF20mP","15/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","7BF20m","7BF","7BFP"," ","7BF20m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1720","7","BF","20m","P","7BF20mP","15/8","Neuroptera","","","",0,"2","","","__","_","7BF20m","7BF","7BFP"," ","7BF20m 2","Neuroptera___","O_Neuroptera___","2018"
"1721","7","BF","20m","P","7BF20mP","15/8","Opiliones","","","",0,"2","","","__","_","7BF20m","7BF","7BFP"," ","7BF20m 2","Opiliones___","O_Opiliones___","2018"
"1722","8","BE","00m","B","8BE00mB","10/8","Araneae","Araneidae","Mangora","acalypha",2,"2","x","x","Araneidae_Mangora_acalypha","Araneidae_Mangora","8BE00m","8BE","8BEB","Mangora acalypha","8BE00m 2","Araneae_Araneidae_Mangora_acalypha","S_Araneae_Araneidae_Mangora_acalypha","2018"
"1723","8","BE","00m","B","8BE00mB","10/8","Araneae","Linyphiidae","Tenuiphantes","sp.",3,"2","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","8BE00m","8BE","8BEB","Tenuiphantes sp.","8BE00m 2","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018"
"1724","8","BE","00m","B","8BE00mB","10/8","Araneae","Oxyopidae","Oxyopes","sp.",3,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","8BE00m","8BE","8BEB","Oxyopes sp.","8BE00m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018"
"1725","8","BE","00m","B","8BE00mB","10/8","Araneae","Philodromidae","","",2,"2","","","Philodromidae__","Philodromidae_","8BE00m","8BE","8BEB"," ","8BE00m 2","Araneae_Philodromidae__","F_Araneae_Philodromidae__","2018"
"1726","8","BE","00m","B","8BE00mB","10/8","Araneae","Salticidae","Salticus","sp.",1,"2","","x","Salticidae_Salticus_sp.","Salticidae_Salticus","8BE00m","8BE","8BEB","Salticus sp.","8BE00m 2","Araneae_Salticidae_Salticus_sp.","G_Araneae_Salticidae_Salticus_sp.","2018"
"1727","8","BE","00m","B","8BE00mB","10/8","Araneae","Segestriidae","Segestria","sp.",1,"2","","x","Segestriidae_Segestria_sp.","Segestriidae_Segestria","8BE00m","8BE","8BEB","Segestria sp.","8BE00m 2","Araneae_Segestriidae_Segestria_sp.","G_Araneae_Segestriidae_Segestria_sp.","2018"
"1728","8","BE","00m","B","8BE00mB","10/8","Araneae","Theridiidae","","",1,"2","","","Theridiidae__","Theridiidae_","8BE00m","8BE","8BEB"," ","8BE00m 2","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018"
"1729","8","BE","00m","B","8BE00mB","10/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE00m","8BE","8BEB"," ","8BE00m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1730","8","BE","00m","B","8BE00mB","10/8","Neuroptera","","","",0,"2","","","__","_","8BE00m","8BE","8BEB"," ","8BE00m 2","Neuroptera___","O_Neuroptera___","2018"
"1731","8","BE","00m","B","8BE00mB","10/8","Opiliones","","","",0,"2","","","__","_","8BE00m","8BE","8BEB"," ","8BE00m 2","Opiliones___","O_Opiliones___","2018"
"1732","8","BE","05m","B","8BE05mB","28/8","Araneae","Linyphiidae","Tenuiphantes","tenuis",1,"2","x","x","Linyphiidae_Tenuiphantes_tenuis","Linyphiidae_Tenuiphantes","8BE05m","8BE","8BEB","Tenuiphantes tenuis","8BE05m 2","Araneae_Linyphiidae_Tenuiphantes_tenuis","S_Araneae_Linyphiidae_Tenuiphantes_tenuis","2018"
"1733","8","BE","05m","B","8BE05mB","28/8","Araneae","Philodromidae","","",2,"2","","","Philodromidae__","Philodromidae_","8BE05m","8BE","8BEB"," ","8BE05m 2","Araneae_Philodromidae__","F_Araneae_Philodromidae__","2018"
"1734","8","BE","05m","B","8BE05mB","28/8","Araneae","Salticidae","Pseudeuophrys","sp.",7,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","8BE05m","8BE","8BEB","Pseudeuophrys sp.","8BE05m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018"
"1735","8","BE","05m","B","8BE05mB","28/8","Araneae","Salticidae","Salticus","sp.",1,"2","","x","Salticidae_Salticus_sp.","Salticidae_Salticus","8BE05m","8BE","8BEB","Salticus sp.","8BE05m 2","Araneae_Salticidae_Salticus_sp.","G_Araneae_Salticidae_Salticus_sp.","2018"
"1736","8","BE","05m","B","8BE05mB","28/8","Araneae","Theridiidae","Cryptachaea","riparia",1,"2","x","x","Theridiidae_Cryptachaea_riparia","Theridiidae_Cryptachaea","8BE05m","8BE","8BEB","Cryptachaea riparia","8BE05m 2","Araneae_Theridiidae_Cryptachaea_riparia","S_Araneae_Theridiidae_Cryptachaea_riparia","2018"
"1737","8","BE","05m","B","8BE05mB","28/8","Araneae","Theridiidae","Theridion","sp.",1,"2","","x","Theridiidae_Theridion_sp.","Theridiidae_Theridion","8BE05m","8BE","8BEB","Theridion sp.","8BE05m 2","Araneae_Theridiidae_Theridion_sp.","G_Araneae_Theridiidae_Theridion_sp.","2018"
"1738","8","BE","05m","B","8BE05mB","28/8","Araneae","Theridiidae","","",3,"2","","","Theridiidae__","Theridiidae_","8BE05m","8BE","8BEB"," ","8BE05m 2","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018"
"1739","8","BE","05m","B","8BE05mB","28/8","Araneae","","","",2,"2","","","__","_","8BE05m","8BE","8BEB"," ","8BE05m 2","Araneae___","O_Araneae___","2018"
"1740","8","BE","05m","B","8BE05mB","28/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE05m","8BE","8BEB"," ","8BE05m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1741","8","BE","05m","B","8BE05mB","28/8","Neuroptera","","","",0,"2","","","__","_","8BE05m","8BE","8BEB"," ","8BE05m 2","Neuroptera___","O_Neuroptera___","2018"
"1742","8","BE","05m","B","8BE05mB","28/8","Opiliones","","","",0,"2","","","__","_","8BE05m","8BE","8BEB"," ","8BE05m 2","Opiliones___","O_Opiliones___","2018"
"1743","8","BE","20m","B","8BE20mB","28/8","Araneae","Araneidae","","",1,"2","","","Araneidae__","Araneidae_","8BE20m","8BE","8BEB"," ","8BE20m 2","Araneae_Araneidae__","F_Araneae_Araneidae__","2018"
"1744","8","BE","20m","B","8BE20mB","28/8","Araneae","Clubionidae","Clubiona","sp.",1,"2","","x","Clubionidae_Clubiona_sp.","Clubionidae_Clubiona","8BE20m","8BE","8BEB","Clubiona sp.","8BE20m 2","Araneae_Clubionidae_Clubiona_sp.","G_Araneae_Clubionidae_Clubiona_sp.","2018"
"1745","8","BE","20m","B","8BE20mB","28/8","Araneae","Linyphiidae","Tenuiphantes","sp.",1,"2","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","8BE20m","8BE","8BEB","Tenuiphantes sp.","8BE20m 2","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018"
"1746","8","BE","20m","B","8BE20mB","28/8","Araneae","Lycosidae","Pardosa","sp.",1,"2","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","8BE20m","8BE","8BEB","Pardosa sp.","8BE20m 2","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018"
"1747","8","BE","20m","B","8BE20mB","28/8","Araneae","Oxyopidae","Oxyopes","sp.",1,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","8BE20m","8BE","8BEB","Oxyopes sp.","8BE20m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018"
"1748","8","BE","20m","B","8BE20mB","28/8","Araneae","Philodromidae","","",1,"2","","","Philodromidae__","Philodromidae_","8BE20m","8BE","8BEB"," ","8BE20m 2","Araneae_Philodromidae__","F_Araneae_Philodromidae__","2018"
"1749","8","BE","20m","B","8BE20mB","28/8","Araneae","Salticidae","Pseudeuophrys","sp.",5,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","8BE20m","8BE","8BEB","Pseudeuophrys sp.","8BE20m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018"
"1750","8","BE","20m","B","8BE20mB","28/8","Araneae","Sparassidae","","",1,"2","","","Sparassidae__","Sparassidae_","8BE20m","8BE","8BEB"," ","8BE20m 2","Araneae_Sparassidae__","F_Araneae_Sparassidae__","2018"
"1751","8","BE","20m","B","8BE20mB","28/8","Araneae","Thomisidae","Xysticus","sp.",1,"2","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","8BE20m","8BE","8BEB","Xysticus sp.","8BE20m 2","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018"
"1752","8","BE","20m","B","8BE20mB","28/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE20m","8BE","8BEB"," ","8BE20m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1753","8","BE","20m","B","8BE20mB","28/8","Neuroptera","","","",0,"2","","","__","_","8BE20m","8BE","8BEB"," ","8BE20m 2","Neuroptera___","O_Neuroptera___","2018"
"1754","8","BE","20m","B","8BE20mB","28/8","Opiliones","","","",0,"2","","","__","_","8BE20m","8BE","8BEB"," ","8BE20m 2","Opiliones___","O_Opiliones___","2018"
"1755","8","BE","00m","F","8BE00mF","28/8","Araneae","Oxyopidae","Oxyopes","sp.",1,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","8BE00m","8BE","8BEF","Oxyopes sp.","8BE00m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018"
"1756","8","BE","00m","F","8BE00mF","28/8","Araneae","Theridiidae","","",2,"2","","","Theridiidae__","Theridiidae_","8BE00m","8BE","8BEF"," ","8BE00m 2","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018"
"1757","8","BE","00m","F","8BE00mF","28/8","Araneae","Thomisidae","Thomisus","sp.",1,"2","","x","Thomisidae_Thomisus_sp.","Thomisidae_Thomisus","8BE00m","8BE","8BEF","Thomisus sp.","8BE00m 2","Araneae_Thomisidae_Thomisus_sp.","G_Araneae_Thomisidae_Thomisus_sp.","2018"
"1758","8","BE","00m","F","8BE00mF","28/8","Araneae","Thomisidae","Xysticus","sp.",2,"2","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","8BE00m","8BE","8BEF","Xysticus sp.","8BE00m 2","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018"
"1759","8","BE","00m","F","8BE00mF","28/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE00m","8BE","8BEF"," ","8BE00m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1760","8","BE","00m","F","8BE00mF","28/8","Neuroptera","Hemerobiidae","Hemerobius","sp.",2,"2","","x","Hemerobiidae_Hemerobius_sp.","Hemerobiidae_Hemerobius","8BE00m","8BE","8BEF","Hemerobius sp.","8BE00m 2","Neuroptera_Hemerobiidae_Hemerobius_sp.","G_Neuroptera_Hemerobiidae_Hemerobius_sp.","2018"
"1761","8","BE","00m","F","8BE00mF","28/8","Opiliones","Phalangiidae","","",1,"2","","","Phalangiidae__","Phalangiidae_","8BE00m","8BE","8BEF"," ","8BE00m 2","Opiliones_Phalangiidae__","F_Opiliones_Phalangiidae__","2018"
"1762","8","BE","00m","P","8BE00mP","15/8","Araneae","Linyphiidae","Pelecopsis","sp.",1,"2","","x","Linyphiidae_Pelecopsis_sp.","Linyphiidae_Pelecopsis","8BE00m","8BE","8BEP","Pelecopsis sp.","8BE00m 2","Araneae_Linyphiidae_Pelecopsis_sp.","G_Araneae_Linyphiidae_Pelecopsis_sp.","2018"
"1763","8","BE","00m","P","8BE00mP","15/8","Araneae","Lycosidae","Pardosa","sp.",2,"2","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","8BE00m","8BE","8BEP","Pardosa sp.","8BE00m 2","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018"
"1764","8","BE","00m","P","8BE00mP","15/8","Araneae","Lycosidae","Trochosa","sp.",1,"2","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","8BE00m","8BE","8BEP","Trochosa sp.","8BE00m 2","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018"
"1765","8","BE","00m","P","8BE00mP","15/8","Araneae","Tetragnathidae","Pachygnatha","degeeri",5,"2","x","x","Tetragnathidae_Pachygnatha_degeeri","Tetragnathidae_Pachygnatha","8BE00m","8BE","8BEP","Pachygnatha degeeri","8BE00m 2","Araneae_Tetragnathidae_Pachygnatha_degeeri","S_Araneae_Tetragnathidae_Pachygnatha_degeeri","2018"
"1766","8","BE","00m","P","8BE00mP","15/8","Coleoptera","","","",0,"2","","","__","_","8BE00m","8BE","8BEP"," ","8BE00m 2","Coleoptera___","O_Coleoptera___","2018"
"1767","8","BE","00m","P","8BE00mP","15/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE00m","8BE","8BEP"," ","8BE00m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1768","8","BE","00m","P","8BE00mP","15/8","Neuroptera","","","",0,"2","","","__","_","8BE00m","8BE","8BEP"," ","8BE00m 2","Neuroptera___","O_Neuroptera___","2018"
"1769","8","BE","00m","P","8BE00mP","15/8","Opiliones","","","",0,"2","","","__","_","8BE00m","8BE","8BEP"," ","8BE00m 2","Opiliones___","O_Opiliones___","2018"
"1770","8","BE","05m","P","8BE05mP","15/8","Araneae","Linyphiidae","Erigone","autumnalis",1,"2","x","x","Linyphiidae_Erigone_autumnalis","Linyphiidae_Erigone","8BE05m","8BE","8BEP","Erigone autumnalis","8BE05m 2","Araneae_Linyphiidae_Erigone_autumnalis","S_Araneae_Linyphiidae_Erigone_autumnalis","2018"
"1771","8","BE","05m","P","8BE05mP","15/8","Araneae","Linyphiidae","Mermessus","trilobatus",1,"2","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","8BE05m","8BE","8BEP","Mermessus trilobatus","8BE05m 2","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus","2018"
"1772","8","BE","05m","P","8BE05mP","15/8","Araneae","Lycosidae","Pardosa","prativaga",2,"2","x","x","Lycosidae_Pardosa_prativaga","Lycosidae_Pardosa","8BE05m","8BE","8BEP","Pardosa prativaga","8BE05m 2","Araneae_Lycosidae_Pardosa_prativaga","S_Araneae_Lycosidae_Pardosa_prativaga","2018"
"1773","8","BE","05m","P","8BE05mP","15/8","Araneae","Lycosidae","Pardosa","proxima",1,"2","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","8BE05m","8BE","8BEP","Pardosa proxima","8BE05m 2","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima","2018"
"1774","8","BE","05m","P","8BE05mP","15/8","Araneae","Lycosidae","Pardosa","sp.",1,"2","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","8BE05m","8BE","8BEP","Pardosa sp.","8BE05m 2","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018"
"1775","8","BE","05m","P","8BE05mP","15/8","Araneae","Lycosidae","Trochosa","sp.",6,"2","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","8BE05m","8BE","8BEP","Trochosa sp.","8BE05m 2","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018"
"1776","8","BE","05m","P","8BE05mP","15/8","Araneae","Lycosidae","","",2,"2","","","Lycosidae__","Lycosidae_","8BE05m","8BE","8BEP"," ","8BE05m 2","Araneae_Lycosidae__","F_Araneae_Lycosidae__","2018"
"1777","8","BE","05m","P","8BE05mP","15/8","Coleoptera","Carabidae","Harpalus","dimidiatus",1,"2","x","x","Carabidae_Harpalus_dimidiatus","Carabidae_Harpalus","8BE05m","8BE","8BEP","Harpalus dimidiatus","8BE05m 2","Coleoptera_Carabidae_Harpalus_dimidiatus","S_Coleoptera_Carabidae_Harpalus_dimidiatus","2018"
"1778","8","BE","05m","P","8BE05mP","15/8","Coleoptera","Carabidae","Ophonus","ardosiacus",1,"2","x","x","Carabidae_Ophonus_ardosiacus","Carabidae_Ophonus","8BE05m","8BE","8BEP","Ophonus ardosiacus","8BE05m 2","Coleoptera_Carabidae_Ophonus_ardosiacus","S_Coleoptera_Carabidae_Ophonus_ardosiacus","2018"
"1779","8","BE","05m","P","8BE05mP","15/8","Coleoptera","Carabidae","Pseudoophonus","rufipes",1,"2","x","x","Carabidae_Pseudoophonus_rufipes","Carabidae_Pseudoophonus","8BE05m","8BE","8BEP","Pseudoophonus rufipes","8BE05m 2","Coleoptera_Carabidae_Pseudoophonus_rufipes","S_Coleoptera_Carabidae_Pseudoophonus_rufipes","2018"
"1780","8","BE","05m","P","8BE05mP","15/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE05m","8BE","8BEP"," ","8BE05m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1781","8","BE","05m","P","8BE05mP","15/8","Neuroptera","","","",0,"2","","","__","_","8BE05m","8BE","8BEP"," ","8BE05m 2","Neuroptera___","O_Neuroptera___","2018"
"1782","8","BE","05m","P","8BE05mP","15/8","Opiliones","","","",0,"2","","","__","_","8BE05m","8BE","8BEP"," ","8BE05m 2","Opiliones___","O_Opiliones___","2018"
"1783","8","BE","20m","P","8BE20mP","15/8","Araneae","Gnaphosidae","","",1,"2","","","Gnaphosidae__","Gnaphosidae_","8BE20m","8BE","8BEP"," ","8BE20m 2","Araneae_Gnaphosidae__","F_Araneae_Gnaphosidae__","2018"
"1784","8","BE","20m","P","8BE20mP","15/8","Araneae","Linyphiidae","Erigone","sp.",1,"2","","x","Linyphiidae_Erigone_sp.","Linyphiidae_Erigone","8BE20m","8BE","8BEP","Erigone sp.","8BE20m 2","Araneae_Linyphiidae_Erigone_sp.","G_Araneae_Linyphiidae_Erigone_sp.","2018"
"1785","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","Pardosa","proxima",1,"2","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","8BE20m","8BE","8BEP","Pardosa proxima","8BE20m 2","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima","2018"
"1786","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","Pardosa","sp.",2,"2","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","8BE20m","8BE","8BEP","Pardosa sp.","8BE20m 2","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018"
"1787","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","Trochosa","sp.",4,"2","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","8BE20m","8BE","8BEP","Trochosa sp.","8BE20m 2","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018"
"1788","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","Xerolycosa","miniata",2,"2","x","x","Lycosidae_Xerolycosa_miniata","Lycosidae_Xerolycosa","8BE20m","8BE","8BEP","Xerolycosa miniata","8BE20m 2","Araneae_Lycosidae_Xerolycosa_miniata","S_Araneae_Lycosidae_Xerolycosa_miniata","2018"
"1789","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","Xerolycosa","sp.",2,"2","","x","Lycosidae_Xerolycosa_sp.","Lycosidae_Xerolycosa","8BE20m","8BE","8BEP","Xerolycosa sp.","8BE20m 2","Araneae_Lycosidae_Xerolycosa_sp.","G_Araneae_Lycosidae_Xerolycosa_sp.","2018"
"1790","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","","",10,"2","","","Lycosidae__","Lycosidae_","8BE20m","8BE","8BEP"," ","8BE20m 2","Araneae_Lycosidae__","F_Araneae_Lycosidae__","2018"
"1791","8","BE","20m","P","8BE20mP","15/8","Coleoptera","Carabidae","Amara","aenea",1,"2","x","x","Carabidae_Amara_aenea","Carabidae_Amara","8BE20m","8BE","8BEP","Amara aenea","8BE20m 2","Coleoptera_Carabidae_Amara_aenea","S_Coleoptera_Carabidae_Amara_aenea","2018"
"1792","8","BE","20m","P","8BE20mP","15/8","Coleoptera","Carabidae","Harpalus","dimidiatus",1,"2","x","x","Carabidae_Harpalus_dimidiatus","Carabidae_Harpalus","8BE20m","8BE","8BEP","Harpalus dimidiatus","8BE20m 2","Coleoptera_Carabidae_Harpalus_dimidiatus","S_Coleoptera_Carabidae_Harpalus_dimidiatus","2018"
"1793","8","BE","20m","P","8BE20mP","15/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE20m","8BE","8BEP"," ","8BE20m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018"
"1794","8","BE","20m","P","8BE20mP","15/8","Neuroptera","","","",0,"2","","","__","_","8BE20m","8BE","8BEP"," ","8BE20m 2","Neuroptera___","O_Neuroptera___","2018"
"1795","8","BE","20m","P","8BE20mP","15/8","Opiliones","Phalangiidae","Phalangium","opilio",1,"2","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","8BE20m","8BE","8BEP","Phalangium opilio","8BE20m 2","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018"
"1796","8","BF","00m","B","8BF00mB","28/8","Araneae","Linyphiidae","Tenuiphantes","sp.",4,"2","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","8BF00m","8BF","8BFB","Tenuiphantes sp.","8BF00m 2","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018"
"1797","8","BF","00m","B","8BF00mB","28/8","Araneae","Mimetidae","Ero","sp.",2,"2","","x","Mimetidae_Ero_sp.","Mimetidae_Ero","8BF00m","8BF","8BFB","Ero sp.","8BF00m 2","Araneae_Mimetidae_Ero_sp.","G_Araneae_Mimetidae_Ero_sp.","2018"
"1798","8","BF","00m","B","8BF00mB","28/8","Araneae","Oxyopidae","Oxyopes","sp.",2,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","8BF00m","8BF","8BFB","Oxyopes sp.","8BF00m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018"
"1799","8","BF","00m","B","8BF00mB","28/8","Araneae","Philodromidae","","",2,"2","","","Philodromidae__","Philodromidae_","8BF00m","8BF","8BFB"," ","8BF00m 2","Araneae_Philodromidae__","F_Araneae_Philodromidae__","2018"
"1800","8","BF","00m","B","8BF00mB","28/8","Araneae","Pisauridae","Pisaura","mirabilis",1,"2","x","x","Pisauridae_Pisaura_mirabilis","Pisauridae_Pisaura","8BF00m","8BF","8BFB","Pisaura mirabilis","8BF00m 2","Araneae_Pisauridae_Pisaura_mirabilis","S_Araneae_Pisauridae_Pisaura_mirabilis","2018"
"1801","8","BF","00m","B","8BF00mB","28/8","Araneae","Salticidae","Pseudeuophrys","sp.",3,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","8BF00m","8BF","8BFB","Pseudeuophrys sp.","8BF00m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018"
"1802","8","BF","00m","B","8BF00mB","28/8","Araneae","Thomisidae","","",1,"2","","","Thomisidae__","Thomisidae_","8BF00m","8BF","8BFB"," ","8BF00m 2","Araneae_Thomisidae__","F_Araneae_Thomisidae__","2018"
