"","couple","bande","mod","piege","code","date","order","family","genus","species","eff","session","Rspec","Rgen","Rspec_taxon","Rgen_taxon","code2","code3","codex","genus_sp","code2_session","taxon","codeRs","year","subfamily"
"1737","8","BE","05m","B","8BE05mB","28/8","Araneae","Theridiidae","Theridion","sp.",1,"2","","x","Theridiidae_Theridion_sp.","Theridiidae_Theridion","8BE05m","8BE","8BEB","Theridion sp.","8BE05m 2","Araneae_Theridiidae_Theridion_sp.","G_Araneae_Theridiidae_Theridion_sp.","2018",NA
"1738","8","BE","05m","B","8BE05mB","28/8","Araneae","Theridiidae","","",3,"2","","","Theridiidae__","Theridiidae_","8BE05m","8BE","8BEB"," ","8BE05m 2","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018",NA
"1739","8","BE","05m","B","8BE05mB","28/8","Araneae","","","",2,"2","","","__","_","8BE05m","8BE","8BEB"," ","8BE05m 2","Araneae___","O_Araneae___","2018",NA
"1740","8","BE","05m","B","8BE05mB","28/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE05m","8BE","8BEB"," ","8BE05m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"1741","8","BE","05m","B","8BE05mB","28/8","Neuroptera","","","",0,"2","","","__","_","8BE05m","8BE","8BEB"," ","8BE05m 2","Neuroptera___","O_Neuroptera___","2018",NA
"1742","8","BE","05m","B","8BE05mB","28/8","Opiliones","","","",0,"2","","","__","_","8BE05m","8BE","8BEB"," ","8BE05m 2","Opiliones___","O_Opiliones___","2018",NA
"1743","8","BE","20m","B","8BE20mB","28/8","Araneae","Araneidae","","",1,"2","","","Araneidae__","Araneidae_","8BE20m","8BE","8BEB"," ","8BE20m 2","Araneae_Araneidae__","F_Araneae_Araneidae__","2018",NA
"1744","8","BE","20m","B","8BE20mB","28/8","Araneae","Clubionidae","Clubiona","sp.",1,"2","","x","Clubionidae_Clubiona_sp.","Clubionidae_Clubiona","8BE20m","8BE","8BEB","Clubiona sp.","8BE20m 2","Araneae_Clubionidae_Clubiona_sp.","G_Araneae_Clubionidae_Clubiona_sp.","2018",NA
"1745","8","BE","20m","B","8BE20mB","28/8","Araneae","Linyphiidae","Tenuiphantes","sp.",1,"2","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","8BE20m","8BE","8BEB","Tenuiphantes sp.","8BE20m 2","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018",NA
"1746","8","BE","20m","B","8BE20mB","28/8","Araneae","Lycosidae","Pardosa","sp.",1,"2","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","8BE20m","8BE","8BEB","Pardosa sp.","8BE20m 2","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018",NA
"1747","8","BE","20m","B","8BE20mB","28/8","Araneae","Oxyopidae","Oxyopes","sp.",1,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","8BE20m","8BE","8BEB","Oxyopes sp.","8BE20m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"1748","8","BE","20m","B","8BE20mB","28/8","Araneae","Philodromidae","","",1,"2","","","Philodromidae__","Philodromidae_","8BE20m","8BE","8BEB"," ","8BE20m 2","Araneae_Philodromidae__","F_Araneae_Philodromidae__","2018",NA
"1749","8","BE","20m","B","8BE20mB","28/8","Araneae","Salticidae","Pseudeuophrys","sp.",5,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","8BE20m","8BE","8BEB","Pseudeuophrys sp.","8BE20m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018",NA
"1750","8","BE","20m","B","8BE20mB","28/8","Araneae","Sparassidae","","",1,"2","","","Sparassidae__","Sparassidae_","8BE20m","8BE","8BEB"," ","8BE20m 2","Araneae_Sparassidae__","F_Araneae_Sparassidae__","2018",NA
"1751","8","BE","20m","B","8BE20mB","28/8","Araneae","Thomisidae","Xysticus","sp.",1,"2","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","8BE20m","8BE","8BEB","Xysticus sp.","8BE20m 2","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018",NA
"1752","8","BE","20m","B","8BE20mB","28/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE20m","8BE","8BEB"," ","8BE20m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"1753","8","BE","20m","B","8BE20mB","28/8","Neuroptera","","","",0,"2","","","__","_","8BE20m","8BE","8BEB"," ","8BE20m 2","Neuroptera___","O_Neuroptera___","2018",NA
"1754","8","BE","20m","B","8BE20mB","28/8","Opiliones","","","",0,"2","","","__","_","8BE20m","8BE","8BEB"," ","8BE20m 2","Opiliones___","O_Opiliones___","2018",NA
"1755","8","BE","00m","F","8BE00mF","28/8","Araneae","Oxyopidae","Oxyopes","sp.",1,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","8BE00m","8BE","8BEF","Oxyopes sp.","8BE00m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"1756","8","BE","00m","F","8BE00mF","28/8","Araneae","Theridiidae","","",2,"2","","","Theridiidae__","Theridiidae_","8BE00m","8BE","8BEF"," ","8BE00m 2","Araneae_Theridiidae__","F_Araneae_Theridiidae__","2018",NA
"1757","8","BE","00m","F","8BE00mF","28/8","Araneae","Thomisidae","Thomisus","sp.",1,"2","","x","Thomisidae_Thomisus_sp.","Thomisidae_Thomisus","8BE00m","8BE","8BEF","Thomisus sp.","8BE00m 2","Araneae_Thomisidae_Thomisus_sp.","G_Araneae_Thomisidae_Thomisus_sp.","2018",NA
"1758","8","BE","00m","F","8BE00mF","28/8","Araneae","Thomisidae","Xysticus","sp.",2,"2","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","8BE00m","8BE","8BEF","Xysticus sp.","8BE00m 2","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018",NA
"1759","8","BE","00m","F","8BE00mF","28/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE00m","8BE","8BEF"," ","8BE00m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"1760","8","BE","00m","F","8BE00mF","28/8","Neuroptera","Hemerobiidae","Hemerobius","sp.",2,"2","","x","Hemerobiidae_Hemerobius_sp.","Hemerobiidae_Hemerobius","8BE00m","8BE","8BEF","Hemerobius sp.","8BE00m 2","Neuroptera_Hemerobiidae_Hemerobius_sp.","G_Neuroptera_Hemerobiidae_Hemerobius_sp.","2018",NA
"1761","8","BE","00m","F","8BE00mF","28/8","Opiliones","Phalangiidae","","",1,"2","","","Phalangiidae__","Phalangiidae_","8BE00m","8BE","8BEF"," ","8BE00m 2","Opiliones_Phalangiidae__","F_Opiliones_Phalangiidae__","2018",NA
"1762","8","BE","00m","P","8BE00mP","15/8","Araneae","Linyphiidae","Pelecopsis","sp.",1,"2","","x","Linyphiidae_Pelecopsis_sp.","Linyphiidae_Pelecopsis","8BE00m","8BE","8BEP","Pelecopsis sp.","8BE00m 2","Araneae_Linyphiidae_Pelecopsis_sp.","G_Araneae_Linyphiidae_Pelecopsis_sp.","2018",NA
"1763","8","BE","00m","P","8BE00mP","15/8","Araneae","Lycosidae","Pardosa","sp.",2,"2","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","8BE00m","8BE","8BEP","Pardosa sp.","8BE00m 2","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018",NA
"1764","8","BE","00m","P","8BE00mP","15/8","Araneae","Lycosidae","Trochosa","sp.",1,"2","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","8BE00m","8BE","8BEP","Trochosa sp.","8BE00m 2","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018",NA
"1765","8","BE","00m","P","8BE00mP","15/8","Araneae","Tetragnathidae","Pachygnatha","degeeri",5,"2","x","x","Tetragnathidae_Pachygnatha_degeeri","Tetragnathidae_Pachygnatha","8BE00m","8BE","8BEP","Pachygnatha degeeri","8BE00m 2","Araneae_Tetragnathidae_Pachygnatha_degeeri","S_Araneae_Tetragnathidae_Pachygnatha_degeeri","2018",NA
"1766","8","BE","00m","P","8BE00mP","15/8","Coleoptera","","","",0,"2","","","__","_","8BE00m","8BE","8BEP"," ","8BE00m 2","Coleoptera___","O_Coleoptera___","2018",NA
"1767","8","BE","00m","P","8BE00mP","15/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE00m","8BE","8BEP"," ","8BE00m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"1768","8","BE","00m","P","8BE00mP","15/8","Neuroptera","","","",0,"2","","","__","_","8BE00m","8BE","8BEP"," ","8BE00m 2","Neuroptera___","O_Neuroptera___","2018",NA
"1769","8","BE","00m","P","8BE00mP","15/8","Opiliones","","","",0,"2","","","__","_","8BE00m","8BE","8BEP"," ","8BE00m 2","Opiliones___","O_Opiliones___","2018",NA
"1770","8","BE","05m","P","8BE05mP","15/8","Araneae","Linyphiidae","Erigone","autumnalis",1,"2","x","x","Linyphiidae_Erigone_autumnalis","Linyphiidae_Erigone","8BE05m","8BE","8BEP","Erigone autumnalis","8BE05m 2","Araneae_Linyphiidae_Erigone_autumnalis","S_Araneae_Linyphiidae_Erigone_autumnalis","2018",NA
"1771","8","BE","05m","P","8BE05mP","15/8","Araneae","Linyphiidae","Mermessus","trilobatus",1,"2","x","x","Linyphiidae_Mermessus_trilobatus","Linyphiidae_Mermessus","8BE05m","8BE","8BEP","Mermessus trilobatus","8BE05m 2","Araneae_Linyphiidae_Mermessus_trilobatus","S_Araneae_Linyphiidae_Mermessus_trilobatus","2018",NA
"1772","8","BE","05m","P","8BE05mP","15/8","Araneae","Lycosidae","Pardosa","prativaga",2,"2","x","x","Lycosidae_Pardosa_prativaga","Lycosidae_Pardosa","8BE05m","8BE","8BEP","Pardosa prativaga","8BE05m 2","Araneae_Lycosidae_Pardosa_prativaga","S_Araneae_Lycosidae_Pardosa_prativaga","2018",NA
"1773","8","BE","05m","P","8BE05mP","15/8","Araneae","Lycosidae","Pardosa","proxima",1,"2","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","8BE05m","8BE","8BEP","Pardosa proxima","8BE05m 2","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima","2018",NA
"1774","8","BE","05m","P","8BE05mP","15/8","Araneae","Lycosidae","Pardosa","sp.",1,"2","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","8BE05m","8BE","8BEP","Pardosa sp.","8BE05m 2","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018",NA
"1775","8","BE","05m","P","8BE05mP","15/8","Araneae","Lycosidae","Trochosa","sp.",6,"2","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","8BE05m","8BE","8BEP","Trochosa sp.","8BE05m 2","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018",NA
"1776","8","BE","05m","P","8BE05mP","15/8","Araneae","Lycosidae","","",2,"2","","","Lycosidae__","Lycosidae_","8BE05m","8BE","8BEP"," ","8BE05m 2","Araneae_Lycosidae__","F_Araneae_Lycosidae__","2018",NA
"1777","8","BE","05m","P","8BE05mP","15/8","Coleoptera","Carabidae","Harpalus","dimidiatus",1,"2","x","x","Carabidae_Harpalus_dimidiatus","Carabidae_Harpalus","8BE05m","8BE","8BEP","Harpalus dimidiatus","8BE05m 2","Coleoptera_Carabidae_Harpalus_dimidiatus","S_Coleoptera_Carabidae_Harpalus_dimidiatus","2018",NA
"1778","8","BE","05m","P","8BE05mP","15/8","Coleoptera","Carabidae","Ophonus","ardosiacus",1,"2","x","x","Carabidae_Ophonus_ardosiacus","Carabidae_Ophonus","8BE05m","8BE","8BEP","Ophonus ardosiacus","8BE05m 2","Coleoptera_Carabidae_Ophonus_ardosiacus","S_Coleoptera_Carabidae_Ophonus_ardosiacus","2018",NA
"1779","8","BE","05m","P","8BE05mP","15/8","Coleoptera","Carabidae","Pseudoophonus","rufipes",1,"2","x","x","Carabidae_Pseudoophonus_rufipes","Carabidae_Pseudoophonus","8BE05m","8BE","8BEP","Pseudoophonus rufipes","8BE05m 2","Coleoptera_Carabidae_Pseudoophonus_rufipes","S_Coleoptera_Carabidae_Pseudoophonus_rufipes","2018",NA
"1780","8","BE","05m","P","8BE05mP","15/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE05m","8BE","8BEP"," ","8BE05m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"1781","8","BE","05m","P","8BE05mP","15/8","Neuroptera","","","",0,"2","","","__","_","8BE05m","8BE","8BEP"," ","8BE05m 2","Neuroptera___","O_Neuroptera___","2018",NA
"1782","8","BE","05m","P","8BE05mP","15/8","Opiliones","","","",0,"2","","","__","_","8BE05m","8BE","8BEP"," ","8BE05m 2","Opiliones___","O_Opiliones___","2018",NA
"1783","8","BE","20m","P","8BE20mP","15/8","Araneae","Gnaphosidae","","",1,"2","","","Gnaphosidae__","Gnaphosidae_","8BE20m","8BE","8BEP"," ","8BE20m 2","Araneae_Gnaphosidae__","F_Araneae_Gnaphosidae__","2018",NA
"1784","8","BE","20m","P","8BE20mP","15/8","Araneae","Linyphiidae","Erigone","sp.",1,"2","","x","Linyphiidae_Erigone_sp.","Linyphiidae_Erigone","8BE20m","8BE","8BEP","Erigone sp.","8BE20m 2","Araneae_Linyphiidae_Erigone_sp.","G_Araneae_Linyphiidae_Erigone_sp.","2018",NA
"1785","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","Pardosa","proxima",1,"2","x","x","Lycosidae_Pardosa_proxima","Lycosidae_Pardosa","8BE20m","8BE","8BEP","Pardosa proxima","8BE20m 2","Araneae_Lycosidae_Pardosa_proxima","S_Araneae_Lycosidae_Pardosa_proxima","2018",NA
"1786","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","Pardosa","sp.",2,"2","","x","Lycosidae_Pardosa_sp.","Lycosidae_Pardosa","8BE20m","8BE","8BEP","Pardosa sp.","8BE20m 2","Araneae_Lycosidae_Pardosa_sp.","G_Araneae_Lycosidae_Pardosa_sp.","2018",NA
"1787","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","Trochosa","sp.",4,"2","","x","Lycosidae_Trochosa_sp.","Lycosidae_Trochosa","8BE20m","8BE","8BEP","Trochosa sp.","8BE20m 2","Araneae_Lycosidae_Trochosa_sp.","G_Araneae_Lycosidae_Trochosa_sp.","2018",NA
"1788","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","Xerolycosa","miniata",2,"2","x","x","Lycosidae_Xerolycosa_miniata","Lycosidae_Xerolycosa","8BE20m","8BE","8BEP","Xerolycosa miniata","8BE20m 2","Araneae_Lycosidae_Xerolycosa_miniata","S_Araneae_Lycosidae_Xerolycosa_miniata","2018",NA
"1789","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","Xerolycosa","sp.",2,"2","","x","Lycosidae_Xerolycosa_sp.","Lycosidae_Xerolycosa","8BE20m","8BE","8BEP","Xerolycosa sp.","8BE20m 2","Araneae_Lycosidae_Xerolycosa_sp.","G_Araneae_Lycosidae_Xerolycosa_sp.","2018",NA
"1790","8","BE","20m","P","8BE20mP","15/8","Araneae","Lycosidae","","",10,"2","","","Lycosidae__","Lycosidae_","8BE20m","8BE","8BEP"," ","8BE20m 2","Araneae_Lycosidae__","F_Araneae_Lycosidae__","2018",NA
"1791","8","BE","20m","P","8BE20mP","15/8","Coleoptera","Carabidae","Amara","aenea",1,"2","x","x","Carabidae_Amara_aenea","Carabidae_Amara","8BE20m","8BE","8BEP","Amara aenea","8BE20m 2","Coleoptera_Carabidae_Amara_aenea","S_Coleoptera_Carabidae_Amara_aenea","2018",NA
"1792","8","BE","20m","P","8BE20mP","15/8","Coleoptera","Carabidae","Harpalus","dimidiatus",1,"2","x","x","Carabidae_Harpalus_dimidiatus","Carabidae_Harpalus","8BE20m","8BE","8BEP","Harpalus dimidiatus","8BE20m 2","Coleoptera_Carabidae_Harpalus_dimidiatus","S_Coleoptera_Carabidae_Harpalus_dimidiatus","2018",NA
"1793","8","BE","20m","P","8BE20mP","15/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BE20m","8BE","8BEP"," ","8BE20m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"1794","8","BE","20m","P","8BE20mP","15/8","Neuroptera","","","",0,"2","","","__","_","8BE20m","8BE","8BEP"," ","8BE20m 2","Neuroptera___","O_Neuroptera___","2018",NA
"1795","8","BE","20m","P","8BE20mP","15/8","Opiliones","Phalangiidae","Phalangium","opilio",1,"2","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","8BE20m","8BE","8BEP","Phalangium opilio","8BE20m 2","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"1796","8","BF","00m","B","8BF00mB","28/8","Araneae","Linyphiidae","Tenuiphantes","sp.",4,"2","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","8BF00m","8BF","8BFB","Tenuiphantes sp.","8BF00m 2","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018",NA
"1797","8","BF","00m","B","8BF00mB","28/8","Araneae","Mimetidae","Ero","sp.",2,"2","","x","Mimetidae_Ero_sp.","Mimetidae_Ero","8BF00m","8BF","8BFB","Ero sp.","8BF00m 2","Araneae_Mimetidae_Ero_sp.","G_Araneae_Mimetidae_Ero_sp.","2018",NA
"1798","8","BF","00m","B","8BF00mB","28/8","Araneae","Oxyopidae","Oxyopes","sp.",2,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","8BF00m","8BF","8BFB","Oxyopes sp.","8BF00m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"1799","8","BF","00m","B","8BF00mB","28/8","Araneae","Philodromidae","","",2,"2","","","Philodromidae__","Philodromidae_","8BF00m","8BF","8BFB"," ","8BF00m 2","Araneae_Philodromidae__","F_Araneae_Philodromidae__","2018",NA
"1800","8","BF","00m","B","8BF00mB","28/8","Araneae","Pisauridae","Pisaura","mirabilis",1,"2","x","x","Pisauridae_Pisaura_mirabilis","Pisauridae_Pisaura","8BF00m","8BF","8BFB","Pisaura mirabilis","8BF00m 2","Araneae_Pisauridae_Pisaura_mirabilis","S_Araneae_Pisauridae_Pisaura_mirabilis","2018",NA
"1801","8","BF","00m","B","8BF00mB","28/8","Araneae","Salticidae","Pseudeuophrys","sp.",3,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","8BF00m","8BF","8BFB","Pseudeuophrys sp.","8BF00m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018",NA
"1802","8","BF","00m","B","8BF00mB","28/8","Araneae","Thomisidae","","",1,"2","","","Thomisidae__","Thomisidae_","8BF00m","8BF","8BFB"," ","8BF00m 2","Araneae_Thomisidae__","F_Araneae_Thomisidae__","2018",NA
"1803","8","BF","00m","B","8BF00mB","28/8","Araneae","Uloboridae","","",1,"2","","","Uloboridae__","Uloboridae_","8BF00m","8BF","8BFB"," ","8BF00m 2","Araneae_Uloboridae__","F_Araneae_Uloboridae__","2018",NA
"1804","8","BF","00m","B","8BF00mB","28/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BF00m","8BF","8BFB"," ","8BF00m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"1805","8","BF","00m","B","8BF00mB","28/8","Neuroptera","","","",0,"2","","","__","_","8BF00m","8BF","8BFB"," ","8BF00m 2","Neuroptera___","O_Neuroptera___","2018",NA
"1806","8","BF","00m","B","8BF00mB","28/8","Opiliones","Phalangiidae","Phalangium","opilio",1,"2","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","8BF00m","8BF","8BFB","Phalangium opilio","8BF00m 2","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
"1807","8","BF","05m","B","8BF05mB","28/8","Araneae","Araneidae","Mangora","acalypha",2,"2","x","x","Araneidae_Mangora_acalypha","Araneidae_Mangora","8BF05m","8BF","8BFB","Mangora acalypha","8BF05m 2","Araneae_Araneidae_Mangora_acalypha","S_Araneae_Araneidae_Mangora_acalypha","2018",NA
"1808","8","BF","05m","B","8BF05mB","28/8","Araneae","Araneidae","","",1,"2","","","Araneidae__","Araneidae_","8BF05m","8BF","8BFB"," ","8BF05m 2","Araneae_Araneidae__","F_Araneae_Araneidae__","2018",NA
"1809","8","BF","05m","B","8BF05mB","28/8","Araneae","Linyphiidae","Tenuiphantes","sp.",4,"2","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","8BF05m","8BF","8BFB","Tenuiphantes sp.","8BF05m 2","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018",NA
"1810","8","BF","05m","B","8BF05mB","28/8","Araneae","Oxyopidae","Oxyopes","sp.",7,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","8BF05m","8BF","8BFB","Oxyopes sp.","8BF05m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"1811","8","BF","05m","B","8BF05mB","28/8","Araneae","Salticidae","Evarcha","arcuata",3,"2","x","x","Salticidae_Evarcha_arcuata","Salticidae_Evarcha","8BF05m","8BF","8BFB","Evarcha arcuata","8BF05m 2","Araneae_Salticidae_Evarcha_arcuata","S_Araneae_Salticidae_Evarcha_arcuata","2018",NA
"1812","8","BF","05m","B","8BF05mB","28/8","Araneae","Salticidae","Pseudeuophrys","sp.",2,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","8BF05m","8BF","8BFB","Pseudeuophrys sp.","8BF05m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018",NA
"1813","8","BF","05m","B","8BF05mB","28/8","Araneae","Salticidae","","",1,"2","","","Salticidae__","Salticidae_","8BF05m","8BF","8BFB"," ","8BF05m 2","Araneae_Salticidae__","F_Araneae_Salticidae__","2018",NA
"1814","8","BF","05m","B","8BF05mB","28/8","Araneae","Theridiidae","Cryptachaea","sp.",1,"2","","x","Theridiidae_Cryptachaea_sp.","Theridiidae_Cryptachaea","8BF05m","8BF","8BFB","Cryptachaea sp.","8BF05m 2","Araneae_Theridiidae_Cryptachaea_sp.","G_Araneae_Theridiidae_Cryptachaea_sp.","2018",NA
"1815","8","BF","05m","B","8BF05mB","28/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BF05m","8BF","8BFB"," ","8BF05m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"1816","8","BF","05m","B","8BF05mB","28/8","Neuroptera","","","",0,"2","","","__","_","8BF05m","8BF","8BFB"," ","8BF05m 2","Neuroptera___","O_Neuroptera___","2018",NA
"1817","8","BF","05m","B","8BF05mB","28/8","Opiliones","Phalangiidae","","",2,"2","","","Phalangiidae__","Phalangiidae_","8BF05m","8BF","8BFB"," ","8BF05m 2","Opiliones_Phalangiidae__","F_Opiliones_Phalangiidae__","2018",NA
"1818","8","BF","20m","B","8BF20mB","28/8","Araneae","Linyphiidae","Tenuiphantes","sp.",1,"2","","x","Linyphiidae_Tenuiphantes_sp.","Linyphiidae_Tenuiphantes","8BF20m","8BF","8BFB","Tenuiphantes sp.","8BF20m 2","Araneae_Linyphiidae_Tenuiphantes_sp.","G_Araneae_Linyphiidae_Tenuiphantes_sp.","2018",NA
"1819","8","BF","20m","B","8BF20mB","28/8","Araneae","Oxyopidae","Oxyopes","sp.",6,"2","","x","Oxyopidae_Oxyopes_sp.","Oxyopidae_Oxyopes","8BF20m","8BF","8BFB","Oxyopes sp.","8BF20m 2","Araneae_Oxyopidae_Oxyopes_sp.","G_Araneae_Oxyopidae_Oxyopes_sp.","2018",NA
"1820","8","BF","20m","B","8BF20mB","28/8","Araneae","Philodromidae","","",4,"2","","","Philodromidae__","Philodromidae_","8BF20m","8BF","8BFB"," ","8BF20m 2","Araneae_Philodromidae__","F_Araneae_Philodromidae__","2018",NA
"1821","8","BF","20m","B","8BF20mB","28/8","Araneae","Salticidae","Pseudeuophrys","sp.",3,"2","","x","Salticidae_Pseudeuophrys_sp.","Salticidae_Pseudeuophrys","8BF20m","8BF","8BFB","Pseudeuophrys sp.","8BF20m 2","Araneae_Salticidae_Pseudeuophrys_sp.","G_Araneae_Salticidae_Pseudeuophrys_sp.","2018",NA
"1822","8","BF","20m","B","8BF20mB","28/8","Araneae","Salticidae","Salticus","sp.",1,"2","","x","Salticidae_Salticus_sp.","Salticidae_Salticus","8BF20m","8BF","8BFB","Salticus sp.","8BF20m 2","Araneae_Salticidae_Salticus_sp.","G_Araneae_Salticidae_Salticus_sp.","2018",NA
"1823","8","BF","20m","B","8BF20mB","28/8","Araneae","Segestriidae","","",1,"2","","","Segestriidae__","Segestriidae_","8BF20m","8BF","8BFB"," ","8BF20m 2","Araneae_Segestriidae__","F_Araneae_Segestriidae__","2018",NA
"1824","8","BF","20m","B","8BF20mB","28/8","Araneae","Thomisidae","Xysticus","sp.",3,"2","","x","Thomisidae_Xysticus_sp.","Thomisidae_Xysticus","8BF20m","8BF","8BFB","Xysticus sp.","8BF20m 2","Araneae_Thomisidae_Xysticus_sp.","G_Araneae_Thomisidae_Xysticus_sp.","2018",NA
"1825","8","BF","20m","B","8BF20mB","28/8","Araneae","Uloboridae","","",1,"2","","","Uloboridae__","Uloboridae_","8BF20m","8BF","8BFB"," ","8BF20m 2","Araneae_Uloboridae__","F_Araneae_Uloboridae__","2018",NA
"1826","8","BF","20m","B","8BF20mB","28/8","Araneae","","","",1,"2","","","__","_","8BF20m","8BF","8BFB"," ","8BF20m 2","Araneae___","O_Araneae___","2018",NA
"1827","8","BF","20m","B","8BF20mB","28/8","Dermaptera","Forficulidae","","",0,"2","","","Forficulidae__","Forficulidae_","8BF20m","8BF","8BFB"," ","8BF20m 2","Dermaptera_Forficulidae__","F_Dermaptera_Forficulidae__","2018",NA
"1828","8","BF","20m","B","8BF20mB","28/8","Neuroptera","","","",0,"2","","","__","_","8BF20m","8BF","8BFB"," ","8BF20m 2","Neuroptera___","O_Neuroptera___","2018",NA
"1829","8","BF","20m","B","8BF20mB","28/8","Opiliones","Phalangiidae","Phalangium","opilio",1,"2","x","x","Phalangiidae_Phalangium_opilio","Phalangiidae_Phalangium","8BF20m","8BF","8BFB","Phalangium opilio","8BF20m 2","Opiliones_Phalangiidae_Phalangium_opilio","S_Opiliones_Phalangiidae_Phalangium_opilio","2018",NA
